edition,sport,discipline,athlete,NOC,medal,id
1956,Canoe / Kayak,Canoe / Kayak F,"MOHACSI, Ferenc",HUN,Bronze,53
1956,Canoe / Kayak,Canoe / Kayak F,"WIELAND, Karoly",HUN,Bronze,53
1956,Canoe / Kayak,Canoe / Kayak F,"HATLACZKY, Ferenc",HUN,Silver,53
1956,Canoe / Kayak,Canoe / Kayak F,"KISS, Lajos",HUN,Bronze,53
1956,Canoe / Kayak,Canoe / Kayak F,"FABIAN, Laszlo",HUN,Gold,53
1956,Canoe / Kayak,Canoe / Kayak F,"URANYI, Janos",HUN,Gold,53
1956,Fencing,Fencing,"BALTHAZAR, Lajos",HUN,Silver,53
1956,Fencing,Fencing,"BERZSENYI, Barnabas",HUN,Silver,53
1956,Fencing,Fencing,"MAROSI, Jozsef",HUN,Silver,53
1956,Fencing,Fencing,"NAGY, Ambrus",HUN,Silver,53
1956,Fencing,Fencing,"RERRICH, Bela",HUN,Silver,53
1956,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Silver,53
1956,Fencing,Fencing,"FÜLÖP, Mihaly",HUN,Bronze,53
1956,Fencing,Fencing,"GYURICZA, Jozsef",HUN,Bronze,53
1956,Fencing,Fencing,"MAROSI, Jozsef",HUN,Bronze,53
1956,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Bronze,53
1956,Fencing,Fencing,"SOMODI, Lajos",HUN,Bronze,53
1956,Fencing,Fencing,"TILLI, Endre",HUN,Bronze,53
1956,Fencing,Fencing,"KARPATI, Rudolf",HUN,Gold,53
1956,Fencing,Fencing,"GEREVICH, Aladar",HUN,Gold,53
1956,Fencing,Fencing,"HAMORI, Jenö",HUN,Gold,53
1956,Fencing,Fencing,"KARPATI, Rudolf",HUN,Gold,53
1956,Fencing,Fencing,"KERESZTES, Attila",HUN,Gold,53
1956,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Gold,53
1956,Fencing,Fencing,"MAGAI, Daniel",HUN,Gold,53
1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Gold,53
1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Gold,53
1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Silver,53
1956,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",HUN,Silver,53
1956,Gymnastics,Artistic G.,"GULYAS-KÖTELES, Erzsebet",HUN,Silver,53
1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Silver,53
1956,Gymnastics,Artistic G.,"KERTESZ, Aliz",HUN,Silver,53
1956,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Silver,53
1956,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Silver,53
1956,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",HUN,Gold,53
1956,Gymnastics,Artistic G.,"GULYAS-KÖTELES, Erzsebet",HUN,Gold,53
1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Gold,53
1956,Gymnastics,Artistic G.,"KERTESZ, Aliz",HUN,Gold,53
1956,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Gold,53
1956,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Gold,53
1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Gold,53
1956,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Bronze,53
1956,Wrestling,Wrestling Gre-R,"POLYAK, Imre",HUN,Silver,53
1956,Wrestling,Wrestling Gre-R,"TOTH, Gyula",HUN,Bronze,53
1960,Aquatics,Water polo,"BOROS, Otto",HUN,Bronze,53
1960,Aquatics,Water polo,"DÖMÖTÖR, Zoltan",HUN,Bronze,53
1960,Aquatics,Water polo,"FELKAI, Laszlo",HUN,Bronze,53
1960,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Bronze,53
1960,Aquatics,Water polo,"HEVESI, Istvan",HUN,Bronze,53
1960,Aquatics,Water polo,"JENEI, Laszlo",HUN,Bronze,53
1960,Aquatics,Water polo,"KANIZSA, Tivadar",HUN,Bronze,53
1960,Aquatics,Water polo,"KARPATI, György",HUN,Bronze,53
1960,Aquatics,Water polo,"KATONA, Andras",HUN,Bronze,53
1960,Aquatics,Water polo,"MARKOVICS, Kalman",HUN,Bronze,53
1960,Aquatics,Water polo,"MAYER, Mihaly",HUN,Bronze,53
1960,Aquatics,Water polo,"RUSORAN, Peter",HUN,Bronze,53
1960,Athletics,Athletics,"ROSZAVÖLGYI, Istvan",HUN,Bronze,53
1960,Athletics,Athletics,"ZSIVOTZKY, Gyula",HUN,Silver,53
1960,Athletics,Athletics,"KULCSAR, Gergely",HUN,Bronze,53
