edition,sport,discipline,athlete,NOC,medal,id
2000,Softball,Softball,"DIENELT, Kerry",AUS,Bronze,7
2000,Softball,Softball,"EDEBONE, Peta",AUS,Bronze,7
2000,Softball,Softball,"FAIRHURST, Sue",AUS,Bronze,7
2000,Softball,Softball,"FOLLAS, Selina",AUS,Bronze,7
2000,Softball,Softball,"HANES, Fiona",AUS,Bronze,7
2000,Softball,Softball,"HARDIE, Kelly",AUS,Bronze,7
2000,Softball,Softball,"HARDING, Tanya",AUS,Bronze,7
2000,Softball,Softball,"MCDERMID, Sally",AUS,Bronze,7
2000,Softball,Softball,"MORROW, Simmone",AUS,Bronze,7
2000,Softball,Softball,"ROCHE, Melanie",AUS,Bronze,7
2000,Softball,Softball,"TITCUME, Natalie",AUS,Bronze,7
2000,Softball,Softball,"WARD, Natalie",AUS,Bronze,7
2000,Softball,Softball,"WILKINS, Brooke",AUS,Bronze,7
2000,Taekwondo,Taekwondo,"BURNS, Lauren",AUS,Gold,7
2000,Taekwondo,Taekwondo,"TRENTON, Daniel",AUS,Silver,7
2000,Tennis,Tennis,"WOODBRIDGE, Todd",AUS,Silver,7
2000,Tennis,Tennis,"WOODFORDE, Mark",AUS,Silver,7
2000,Triathlon,Triathlon,"JONES, Michellie",AUS,Silver,7
2000,Volleyball,Beach volley.,"COOK, Natalie",AUS,Gold,7
2000,Volleyball,Beach volley.,"POTTHARST, Kerri",AUS,Gold,7
2004,Aquatics,Diving,"HELM, Mathew",AUS,Silver,7
2004,Aquatics,Diving,"TOURKY, Loudy",AUS,Bronze,7
2004,Aquatics,Diving,"NEWBERY, Chantelle",AUS,Gold,7
2004,Aquatics,Diving,"HELM, Mathew",AUS,Bronze,7
2004,Aquatics,Diving,"NEWBERY, Robert",AUS,Bronze,7
2004,Aquatics,Diving,"BARNETT, Steven",AUS,Bronze,7
2004,Aquatics,Diving,"NEWBERY, Robert",AUS,Bronze,7
2004,Aquatics,Diving,"LASHKO, Irina",AUS,Bronze,7
2004,Aquatics,Diving,"NEWBERY, Chantelle",AUS,Bronze,7
2004,Aquatics,Swimming,"JONES, Leisel",AUS,Bronze,7
2004,Aquatics,Swimming,"HANSON, Brooke",AUS,Silver,7
2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Gold,7
2004,Aquatics,Swimming,"THORPE, Ian",AUS,Bronze,7
2004,Aquatics,Swimming,"HENRY, Jodie",AUS,Gold,7
2004,Aquatics,Swimming,"HACKETT, Grant",AUS,Gold,7
2004,Aquatics,Swimming,"JONES, Leisel",AUS,Silver,7
2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Silver,7
2004,Aquatics,Swimming,"THORPE, Ian",AUS,Gold,7
2004,Aquatics,Swimming,"THORPE, Ian",AUS,Gold,7
2004,Aquatics,Swimming,"HACKETT, Grant",AUS,Silver,7
2004,Aquatics,Swimming,"HENRY, Jodie",AUS,Gold,7
2004,Aquatics,Swimming,"MILLS, Alice",AUS,Gold,7
2004,Aquatics,Swimming,"RYAN, Sarah",AUS,Gold,7
2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Gold,7
2004,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Gold,7
2004,Aquatics,Swimming,"HANSON, Brooke",AUS,Gold,7
2004,Aquatics,Swimming,"HENRY, Jodie",AUS,Gold,7
2004,Aquatics,Swimming,"JONES, Leisel",AUS,Gold,7
2004,Aquatics,Swimming,"MILLS, Alice",AUS,Gold,7
2004,Aquatics,Swimming,"ROONEY, Giaan",AUS,Gold,7
2004,Aquatics,Swimming,"SCHIPPER, Jess",AUS,Gold,7
2004,Aquatics,Swimming,"THOMAS, Petria",AUS,Gold,7
2004,Aquatics,Swimming,"HACKETT, Grant",AUS,Silver,7
2004,Aquatics,Swimming,"KLIM, Michael",AUS,Silver,7
2004,Aquatics,Swimming,"MATKOVICH, Antony",AUS,Silver,7
2004,Aquatics,Swimming,"PEARSON, Todd",AUS,Silver,7
2004,Aquatics,Swimming,"SPRENGER, Nicholas",AUS,Silver,7
2004,Aquatics,Swimming,"STEVENS, Craig",AUS,Silver,7
2004,Aquatics,Swimming,"THORPE, Ian",AUS,Silver,7
2004,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Bronze,7
2004,Archery,Archery,"CUDDIHY, Tim",AUS,Bronze,7
2004,Athletics,Athletics,"SAVILLE, Jane",AUS,Bronze,7
2004,Athletics,Athletics,"DEAKES, Nathan",AUS,Bronze,7
2004,Athletics,Athletics,"DWYER, Patrick",AUS,Silver,7
2004,Athletics,Athletics,"HILL, Clinton",AUS,Silver,7
2004,Athletics,Athletics,"ORMROD, Mark",AUS,Silver,7
2004,Athletics,Athletics,"ROCK, Andrew",AUS,Silver,7
2004,Athletics,Athletics,"STEFFENSEN, John",AUS,Silver,7
2004,Baseball,Baseball,"ANDERSON, Craig",AUS,Silver,7
2004,Baseball,Baseball,"BRICE, Thomas",AUS,Silver,7
2004,Baseball,Baseball,"BURNSIDE, Adrian",AUS,Silver,7
2004,Baseball,Baseball,"FINGLESON, Gavin",AUS,Silver,7
2004,Baseball,Baseball,"GONZALEZ, Paul",AUS,Silver,7
2004,Baseball,Baseball,"KIMPTON, Nick",AUS,Silver,7
2004,Baseball,Baseball,"KINGMAN, Brendan",AUS,Silver,7
2004,Baseball,Baseball,"LEWIS, Craig",AUS,Silver,7
2004,Baseball,Baseball,"LLOYD, Graeme",AUS,Silver,7
2004,Baseball,Baseball,"NILSSON, David",AUS,Silver,7
2004,Baseball,Baseball,"OELTJEN, Trent",AUS,Silver,7
2004,Baseball,Baseball,"OUGH, Wayne",AUS,Silver,7
2004,Baseball,Baseball,"OXSPRING, Chris",AUS,Silver,7
2004,Baseball,Baseball,"RONEBERG, Brett",AUS,Silver,7
2004,Baseball,Baseball,"ROWLAND SMITH, Ryan",AUS,Silver,7
2004,Baseball,Baseball,"STEPHENS, John",AUS,Silver,7
2004,Baseball,Baseball,"STOCKMAN, Phil",AUS,Silver,7
2004,Baseball,Baseball,"TAMBURRINO, Brett",AUS,Silver,7
2004,Baseball,Baseball,"THOMPSON, Richard",AUS,Silver,7
2004,Baseball,Baseball,"UTTING, Andrew",AUS,Silver,7
2004,Baseball,Baseball,"VAN BUIZEN, Rodney",AUS,Silver,7
2004,Baseball,Baseball,"WIGMORE, Ben",AUS,Silver,7
2004,Baseball,Baseball,"WILLIAMS, Glenn",AUS,Silver,7
2004,Baseball,Baseball,"WILLIAMS, Jeff",AUS,Silver,7
2004,Basketball,Basketball,"BATKOVIC, Suzy",AUS,Silver,7
2004,Basketball,Basketball,"BRONDELLO, Sandra",AUS,Silver,7
2004,Basketball,Basketball,"FALLON, Trish",AUS,Silver,7
2004,Basketball,Basketball,"HARROWER, Kristi",AUS,Silver,7
2004,Basketball,Basketball,"JACKSON, Lauren",AUS,Silver,7
2004,Basketball,Basketball,"PORTER, Natalie",AUS,Silver,7
2004,Basketball,Basketball,"POTO, Alicia",AUS,Silver,7
2004,Basketball,Basketball,"SNELL, Belinda",AUS,Silver,7
2004,Basketball,Basketball,"SPORN, Rachael",AUS,Silver,7
2004,Basketball,Basketball,"SUMMERTON, Laura",AUS,Silver,7
2004,Basketball,Basketball,"TAYLOR, Penny",AUS,Silver,7
2004,Basketball,Basketball,"TRANQUILLI, Allison",AUS,Silver,7
2004,Canoe / Kayak,Canoe / Kayak F,"BAGGALEY, Nathan",AUS,Silver,7
2004,Canoe / Kayak,Canoe / Kayak F,"BAGGALEY, Nathan",AUS,Silver,7
2004,Canoe / Kayak,Canoe / Kayak F,"ROBINSON, Clint",AUS,Silver,7
2004,Cycling,Cycling Road,"CARRIGAN, Sara",AUS,Gold,7
2004,Cycling,Cycling Track,"MEARES, Anna",AUS,Gold,7
2004,Cycling,Cycling Track,"MCGEE, Bradley",AUS,Silver,7
2004,Cycling,Cycling Track,"MACTIER, Katie",AUS,Silver,7
2004,Cycling,Cycling Track,"KELLY, Shane",AUS,Bronze,7
2004,Cycling,Cycling Track,"BAYLEY, Ryan",AUS,Gold,7
2004,Cycling,Cycling Track,"BROWN, Graeme",AUS,Gold,7
2004,Cycling,Cycling Track,"O'GRADY, Stuart",AUS,Gold,7
2004,Cycling,Cycling Track,"MEARES, Anna",AUS,Bronze,7
2004,Cycling,Cycling Track,"BAYLEY, Ryan",AUS,Gold,7
2004,Cycling,Cycling Track,"BROWN, Graeme",AUS,Gold,7
2004,Cycling,Cycling Track,"DAWSON, Peter",AUS,Gold,7
2004,Cycling,Cycling Track,"LANCASTER, Brett",AUS,Gold,7
2004,Cycling,Cycling Track,"MCGEE, Bradley",AUS,Gold,7
2004,Cycling,Cycling Track,"ROBERTS, Luke",AUS,Gold,7
2004,Cycling,Cycling Track,"WOOLDRIDGE, Stephen",AUS,Gold,7
2004,Hockey,Hockey,"BRENNAN, Michael",AUS,Gold,7
2004,Hockey,Hockey,"BROOKS, Travis",AUS,Gold,7
2004,Hockey,Hockey,"BUTLER, Dean",AUS,Gold,7
2004,Hockey,Hockey,"DE YOUNG, Liam",AUS,Gold,7
2004,Hockey,Hockey,"DWYER, Jamie",AUS,Gold,7
2004,Hockey,Hockey,"EGLINGTON, Nathan",AUS,Gold,7
2004,Hockey,Hockey,"ELDER, Troy",AUS,Gold,7
2004,Hockey,Hockey,"GEORGE, Bevan",AUS,Gold,7
2004,Hockey,Hockey,"HAMMOND, Robert",AUS,Gold,7
2004,Hockey,Hockey,"HICKMAN, Mark",AUS,Gold,7
2004,Hockey,Hockey,"KNOWLES, Mark",AUS,Gold,7
2004,Hockey,Hockey,"LIVERMORE, Brent",AUS,Gold,7
2004,Hockey,Hockey,"MCCANN, Michael",AUS,Gold,7
2004,Hockey,Hockey,"MOWLAM, Stephen",AUS,Gold,7
2004,Hockey,Hockey,"SCHUBERT, Grant",AUS,Gold,7
2004,Hockey,Hockey,"WELLS, Matthew",AUS,Gold,7
2004,Rowing,Rowing,"GINN, Drew",AUS,Gold,7
2004,Rowing,Rowing,"TOMKINS, James",AUS,Gold,7
2004,Rowing,Rowing,"HANSON, Boden Joseph",AUS,Bronze,7
2004,Rowing,Rowing,"MCKAY, Mike",AUS,Bronze,7
2004,Rowing,Rowing,"RESIDE, Stuart",AUS,Bronze,7
2004,Rowing,Rowing,"STEWART, Geoff",AUS,Bronze,7
2004,Rowing,Rowing,"STEWART, James",AUS,Bronze,7
2004,Rowing,Rowing,"STEWART, Steve",AUS,Bronze,7
2004,Rowing,Rowing,"SZCZUROWSKI, Stefan",AUS,Bronze,7
2004,Rowing,Rowing,"TOON, Michael",AUS,Bronze,7
2004,Rowing,Rowing,"WELCH, Stuart",AUS,Bronze,7
2004,Rowing,Rowing,"BURGESS, Simon",AUS,Silver,7
2004,Rowing,Rowing,"CURETON, Ben",AUS,Silver,7
2004,Rowing,Rowing,"EDWARDS, Anthony",AUS,Silver,7
2004,Rowing,Rowing,"LOFTUS, Glen",AUS,Silver,7
2004,Rowing,Rowing,"BRADLEY, Amber",AUS,Bronze,7
2004,Rowing,Rowing,"FALETIC, Dana",AUS,Bronze,7
2004,Rowing,Rowing,"HORE, Kerry",AUS,Bronze,7
2004,Rowing,Rowing,"SATTIN, Rebecca",AUS,Bronze,7
2004,Shooting,Shooting,"VELLA, Adam",AUS,Bronze,7
2004,Shooting,Shooting,"BALOGH, Suzanne",AUS,Gold,7
2004,Softball,Softball,"ALLEN, Sandra",AUS,Silver,7
2004,Softball,Softball,"CARPADIOS, Marissa",AUS,Silver,7
2004,Softball,Softball,"CRAWFORD, Fiona",AUS,Silver,7
2004,Softball,Softball,"DOMAN, Amanda",AUS,Silver,7
2004,Softball,Softball,"EDEBONE, Peta",AUS,Silver,7
2004,Softball,Softball,"HARDING, Tanya",AUS,Silver,7
2004,Softball,Softball,"HODGSKIN, Natalie",AUS,Silver,7
2004,Softball,Softball,"MORROW, Simmone",AUS,Silver,7
2004,Softball,Softball,"MOSLEY, Tracey",AUS,Silver,7
2004,Softball,Softball,"PORTER, Stacey",AUS,Silver,7
2004,Softball,Softball,"ROCHE, Melanie",AUS,Silver,7
2004,Softball,Softball,"TITCUME, Natalie",AUS,Silver,7
2004,Softball,Softball,"WARD, Natalie",AUS,Silver,7
2004,Softball,Softball,"WILKINS, Brooke",AUS,Silver,7
2004,Softball,Softball,"WYBORN, Kerry",AUS,Silver,7
2004,Tennis,Tennis,"MOLIK, Alicia",AUS,Bronze,7
2004,Triathlon,Triathlon,"HARROP, Loretta",AUS,Silver,7
2008,Aquatics,Diving,"MITCHAM, Matthew",AUS,Gold,7
2008,Aquatics,Diving,"COLE, Briony",AUS,Silver,7
2008,Aquatics,Diving,"WU, Melissa",AUS,Silver,7
2008,Aquatics,Swimming,"STOECKEL, Hayden",AUS,Bronze,7
2008,Aquatics,Swimming,"JONES, Leisel",AUS,Gold,7
2008,Aquatics,Swimming,"LAUTERSTEIN, Andrew",AUS,Bronze,7
2008,Aquatics,Swimming,"SCHIPPER, Jessicah",AUS,Bronze,7
2008,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Gold,7
2008,Aquatics,Swimming,"SULLIVAN, Eamon",AUS,Silver,7
2008,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Silver,7
2008,Aquatics,Swimming,"HACKETT, Grant",AUS,Silver,7
2008,Aquatics,Swimming,"RICKARD, Brenton",AUS,Silver,7
2008,Aquatics,Swimming,"JONES, Leisel",AUS,Silver,7
2008,Aquatics,Swimming,"SCHIPPER, Jessicah",AUS,Bronze,7
2008,Aquatics,Swimming,"RICE, Stephanie",AUS,Gold,7
2008,Aquatics,Swimming,"RICE, Stephanie",AUS,Gold,7
2008,Aquatics,Swimming,"BRODIE, Leith",AUS,Bronze,7
2008,Aquatics,Swimming,"CALLUS, Ashley",AUS,Bronze,7
2008,Aquatics,Swimming,"LAUTERSTEIN, Andrew",AUS,Bronze,7
2008,Aquatics,Swimming,"MURPHY, Patrick",AUS,Bronze,7
2008,Aquatics,Swimming,"SULLIVAN, Eamon",AUS,Bronze,7
2008,Aquatics,Swimming,"TARGETT, Matt",AUS,Bronze,7
2008,Aquatics,Swimming,"CAMPBELL, Cate",AUS,Bronze,7
2008,Aquatics,Swimming,"MILLS, Alice",AUS,Bronze,7
2008,Aquatics,Swimming,"REESE, Shayne",AUS,Bronze,7
2008,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Bronze,7
2008,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Bronze,7
2008,Aquatics,Swimming,"DELANEY, Ashley",AUS,Silver,7
2008,Aquatics,Swimming,"LAUTERSTEIN, Andrew",AUS,Silver,7
2008,Aquatics,Swimming,"PINE, Adam",AUS,Silver,7
2008,Aquatics,Swimming,"RICKARD, Brenton",AUS,Silver,7
2008,Aquatics,Swimming,"SPRENGER, Christian",AUS,Silver,7
2008,Aquatics,Swimming,"STOECKEL, Hayden",AUS,Silver,7
2008,Aquatics,Swimming,"SULLIVAN, Eamon",AUS,Silver,7
2008,Aquatics,Swimming,"TARGETT, Matt",AUS,Silver,7
2008,Aquatics,Swimming,"GALVEZ, Felicity",AUS,Gold,7
2008,Aquatics,Swimming,"JONES, Leisel",AUS,Gold,7
2008,Aquatics,Swimming,"REESE, Shayne",AUS,Gold,7
2008,Aquatics,Swimming,"SCHIPPER, Jessicah",AUS,Gold,7
2008,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Gold,7
2008,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Gold,7
2008,Aquatics,Swimming,"WHITE, Tarnee",AUS,Gold,7
2008,Aquatics,Swimming,"BRITS, Grant",AUS,Bronze,7
2008,Aquatics,Swimming,"BRODIE, Leith",AUS,Bronze,7
2008,Aquatics,Swimming,"FFROST, Nick",AUS,Bronze,7
2008,Aquatics,Swimming,"HACKETT, Grant",AUS,Bronze,7
2008,Aquatics,Swimming,"MURPHY, Patrick",AUS,Bronze,7
2008,Aquatics,Swimming,"PALMER, Kirk",AUS,Bronze,7
2008,Aquatics,Swimming,"BAINBRIDGE, Angie",AUS,Gold,7
2008,Aquatics,Swimming,"BARRATT, Bronte",AUS,Gold,7
2008,Aquatics,Swimming,"DAVENPORT, Lara",AUS,Gold,7
2008,Aquatics,Swimming,"GALVEZ, Felicity",AUS,Gold,7
2008,Aquatics,Swimming,"MACKENZIE, Linda",AUS,Gold,7
2008,Aquatics,Swimming,"PALMER, Kylie",AUS,Gold,7
2008,Aquatics,Swimming,"RICE, Stephanie",AUS,Gold,7
2008,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Gold,7
2008,Aquatics,Swimming,"CAMPBELL, Cate",AUS,Bronze,7
2008,Aquatics,Water polo,"BEADSWORTH, Gemma",AUS,Bronze,7
2008,Aquatics,Water polo,"CUFFE, Nikita",AUS,Bronze,7
2008,Aquatics,Water polo,"FRASER, Suzie",AUS,Bronze,7
2008,Aquatics,Water polo,"GOFERS, Taniele",AUS,Bronze,7
2008,Aquatics,Water polo,"GYNTHER, Kate",AUS,Bronze,7
2008,Aquatics,Water polo,"HETZEL, Amy",AUS,Bronze,7
2008,Aquatics,Water polo,"KNOX, Bronwen",AUS,Bronze,7
2008,Aquatics,Water polo,"KNOX, Emma",AUS,Bronze,7
2008,Aquatics,Water polo,"MCCORMACK, Alicia",AUS,Bronze,7
2008,Aquatics,Water polo,"RIPPON, Melissa",AUS,Bronze,7
2008,Aquatics,Water polo,"RIPPON, Rebecca",AUS,Bronze,7
2008,Aquatics,Water polo,"SANTOROMITO, Jenna",AUS,Bronze,7
2008,Aquatics,Water polo,"SANTOROMITO, Mia",AUS,Bronze,7
2008,Athletics,Athletics,"MCLELLAN, Sally",AUS,Silver,7
2008,Athletics,Athletics,"TALLENT, Jared",AUS,Bronze,7
2008,Athletics,Athletics,"TALLENT, Jared",AUS,Silver,7
2008,Athletics,Athletics,"HOOKER, Steve",AUS,Gold,7
2008,Basketball,Basketball,"BATKOVIC, Suzy",AUS,Silver,7
2008,Basketball,Basketball,"BEVILAQUA, Tully",AUS,Silver,7
2008,Basketball,Basketball,"COX, Rohanee",AUS,Silver,7
2008,Basketball,Basketball,"GRIMA, Hollie",AUS,Silver,7
2008,Basketball,Basketball,"HARROWER, Kristi",AUS,Silver,7
2008,Basketball,Basketball,"JACKSON, Lauren",AUS,Silver,7
2008,Basketball,Basketball,"PHILLIPS, Erin",AUS,Silver,7
2008,Basketball,Basketball,"RANDALL, Emma",AUS,Silver,7
2008,Basketball,Basketball,"SCREEN, Jenni",AUS,Silver,7
2008,Basketball,Basketball,"SNELL, Belinda",AUS,Silver,7
2008,Basketball,Basketball,"SUMMERTON, Laura",AUS,Silver,7
2008,Basketball,Basketball,"TAYLOR, Penny",AUS,Silver,7
2008,Canoe / Kayak,Canoe / Kayak F,"WALLACE, Ken",AUS,Bronze,7
2008,Canoe / Kayak,Canoe / Kayak F,"WALLACE, Ken",AUS,Gold,7
2008,Canoe / Kayak,Canoe / Kayak F,"DAVIS, Hannah",AUS,Bronze,7
2008,Canoe / Kayak,Canoe / Kayak F,"FOGARTY, Lyndsie",AUS,Bronze,7
2008,Canoe / Kayak,Canoe / Kayak F,"MEEK, Chantal",AUS,Bronze,7
2008,Canoe / Kayak,Canoe / Kayak F,"OLDENHOF, Lisa",AUS,Bronze,7
2008,Canoe / Kayak,Canoe / Kayak S,"BELL, Robin",AUS,Bronze,7
2008,Canoe / Kayak,Canoe / Kayak S,"LAWRENCE, Jacqueline",AUS,Silver,7
2008,Cycling,Cycling Track,"MEARES, Anna",AUS,Silver,7
2008,Equestrian,Eventing,"FREDERICKS, Clayton",AUS,Silver,7
2008,Equestrian,Eventing,"ROSE, Shane",AUS,Silver,7
2008,Equestrian,Eventing,"FREDERICKS, Lucinda",AUS,Silver,7
2008,Equestrian,Eventing,"JOHNSON, Sonja",AUS,Silver,7
2008,Equestrian,Eventing,"JONES, Megan",AUS,Silver,7
2008,Hockey,Hockey,"ABBOTT, Des",AUS,Bronze,7
2008,Hockey,Hockey,"BROOKS, Travis",AUS,Bronze,7
2008,Hockey,Hockey,"BROWN, Kiel",AUS,Bronze,7
2008,Hockey,Hockey,"DE YOUNG, Liam",AUS,Bronze,7
2008,Hockey,Hockey,"DOERNER, Luke",AUS,Bronze,7
2008,Hockey,Hockey,"DWYER, Jamie",AUS,Bronze,7
2008,Hockey,Hockey,"GEORGE, Bevan",AUS,Bronze,7
2008,Hockey,Hockey,"GUEST, David",AUS,Bronze,7
2008,Hockey,Hockey,"HAMMOND, Rob",AUS,Bronze,7
2008,Hockey,Hockey,"KAVANAGH, Fergus",AUS,Bronze,7
2008,Hockey,Hockey,"KNOWLES, Mark",AUS,Bronze,7
2008,Hockey,Hockey,"LAMBERT, Stephen",AUS,Bronze,7
2008,Hockey,Hockey,"MATHESON, Eli",AUS,Bronze,7
2008,Hockey,Hockey,"OCKENDEN, Eddie",AUS,Bronze,7
2008,Hockey,Hockey,"SCHUBERT, Grant",AUS,Bronze,7
2008,Hockey,Hockey,"SMITH, Andrew",AUS,Bronze,7
2008,Hockey,Hockey,"WELLS, Matthew",AUS,Bronze,7
2008,Rowing,Rowing,"FREE, Duncan",AUS,Gold,7
2008,Rowing,Rowing,"GINN, Drew",AUS,Gold,7
2008,Rowing,Rowing,"BRENNAN, Scott",AUS,Gold,7
2008,Rowing,Rowing,"CRAWSHAY, David",AUS,Gold,7
2008,Rowing,Rowing,"HEGERTY, Francis",AUS,Silver,7
2008,Rowing,Rowing,"MARBURG, James",AUS,Silver,7
2008,Rowing,Rowing,"MCKENZIE-MCHARG, Cameron",AUS,Silver,7
2008,Rowing,Rowing,"RYAN, Matt",AUS,Silver,7
2008,Sailing,Sailing,"PAGE, Malcolm",AUS,Gold,7
2008,Sailing,Sailing,"WILMOT, Nathan",AUS,Gold,7
2008,Sailing,Sailing,"PARKINSON, Tessa",AUS,Gold,7
2008,Sailing,Sailing,"RECHICHI, Elise",AUS,Gold,7
2008,Sailing,Sailing,"ASHBY, Glenn",AUS,Silver,7
2008,Sailing,Sailing,"BUNDOCK, Darren",AUS,Silver,7
2008,Shooting,Shooting,"POTENT, Warren",AUS,Bronze,7
2008,Softball,Softball,"BOWERING, Jodie",AUS,Bronze,7
2008,Softball,Softball,"CRONK, Kylie",AUS,Bronze,7
2008,Softball,Softball,"HARDIE, Kelly",AUS,Bronze,7
2008,Softball,Softball,"HARDING, Tanya",AUS,Bronze,7
2008,Softball,Softball,"LEWIS, Sandy",AUS,Bronze,7
2008,Softball,Softball,"MORROW, Simmone",AUS,Bronze,7
2008,Softball,Softball,"MOSLEY, Tracey",AUS,Bronze,7
2008,Softball,Softball,"PORTER, Stacey",AUS,Bronze,7
2008,Softball,Softball,"ROCHE, Melanie",AUS,Bronze,7
2008,Softball,Softball,"SMETHURST, Justine",AUS,Bronze,7
2008,Softball,Softball,"STEWART, Danielle",AUS,Bronze,7
2008,Softball,Softball,"TITCUME, Natalie",AUS,Bronze,7
2008,Softball,Softball,"WARD, Natalie",AUS,Bronze,7
2008,Softball,Softball,"WRIGHT, Belinda",AUS,Bronze,7
2008,Softball,Softball,"WYBORN, Kerry",AUS,Bronze,7
2008,Triathlon,Triathlon,"MOFFATT, Emma",AUS,Bronze,7
2008,Triathlon,Triathlon,"SNOWSILL, Emma",AUS,Gold,7
1896,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Silver,8
1896,Aquatics,Swimming,"NEUMANN, Paul",AUT,Gold,8
1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Bronze,8
1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Gold,8
1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Bronze,8
1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Silver,8
1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Silver,8
1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Bronze,8
1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Silver,8
1900,Fencing,Fencing,"FLESCH, Siegfried",AUT,Bronze,8
1900,Fencing,Fencing,"NERALIC, Milan",AUT,Bronze,8
1904,Aquatics,Swimming,"WAHLE, Otto",AUT,Bronze,8
1908,Aquatics,Swimming,"SCHEFF, Otto",AUT,Bronze,8
1912,Aquatics,Swimming,"ADLER, Margarete",AUT,Bronze,8
1912,Aquatics,Swimming,"MILCH, Klara",AUT,Bronze,8
1912,Aquatics,Swimming,"STICKER, Josephine",AUT,Bronze,8
1912,Aquatics,Swimming,"ZAHOUREK, Bertha",AUT,Bronze,8
1912,Fencing,Fencing,"VERDERBER, Richard",AUT,Bronze,8
1912,Fencing,Fencing,"BOGEN, Albert",AUT,Silver,8
1912,Fencing,Fencing,"CVETKO, Rudolf",AUT,Silver,8
1912,Fencing,Fencing,"GOLLING, Friedrich",AUT,Silver,8
1912,Fencing,Fencing,"HERSCHMANN, Otto",AUT,Silver,8
1912,Fencing,Fencing,"SUTTNER, Andreas",AUT,Silver,8
1912,Fencing,Fencing,"TRAMPLER, Reinhold",AUT,Silver,8
1912,Fencing,Fencing,"VERDERBER, Richard",AUT,Silver,8
1912,Tennis,Tennis,"PIPES, Fritz Felix",AUT,Silver,8
1912,Tennis,Tennis,"ZBORZIL, Arthur",AUT,Silver,8
1924,Weightlifting,Weightlifting,"STADLER, Andreas",AUT,Silver,8
1924,Weightlifting,Weightlifting,"AIGNER, Franz",AUT,Silver,8
1924,Weightlifting,Weightlifting,"ZWERINA, Anton",AUT,Silver,8
1924,Weightlifting,Weightlifting,"FRIEDRICH, Leopold",AUT,Bronze,8
1928,Rowing,Rowing,"FLESSL, Viktor",AUT,Bronze,8
1928,Rowing,Rowing,"LOSERT, Leo",AUT,Bronze,8
1928,Weightlifting,Weightlifting,"ANDRYSEK, Franz Joseph",AUT,Gold,8
1928,Weightlifting,Weightlifting,"HAAS, Hans",AUT,Gold,8
1932,Fencing,Fencing,"PREIS-MÜLLER, Ellen S.",AUT,Gold,8
1932,Weightlifting,Weightlifting,"HAAS, Hans",AUT,Silver,8
1932,Weightlifting,Weightlifting,"HIPFINGER, Karl",AUT,Bronze,8
1932,Wrestling,Wrestling Free.,"HIRSCHL, Nikolaus",AUT,Bronze,8
1932,Wrestling,Wrestling Gre-R,"HIRSCHL, Nikolaus",AUT,Bronze,8
1936,Canoe / Kayak,Canoe / Kayak F,"PROISL, Karl",AUT,Bronze,8
1936,Canoe / Kayak,Canoe / Kayak F,"WEINSTABL, Rupert",AUT,Bronze,8
1936,Canoe / Kayak,Canoe / Kayak F,EDLETITSCH,AUT,Silver,8
1936,Canoe / Kayak,Canoe / Kayak F,KAMPFL,AUT,Silver,8
1936,Canoe / Kayak,Canoe / Kayak F,"HRADETZKY, Gregor",AUT,Gold,8
1936,Canoe / Kayak,Canoe / Kayak F,"LANDERTINGER, Fritz",AUT,Silver,8
1936,Canoe / Kayak,Canoe / Kayak F,"HRADETZKY, Gregor",AUT,Gold,8
1936,Canoe / Kayak,Canoe / Kayak F,"KALISCH, Viktor",AUT,Silver,8
1936,Canoe / Kayak,Canoe / Kayak F,"STEINHUBER, Karl",AUT,Silver,8
1936,Canoe / Kayak,Canoe / Kayak F,"DORFNER, Alfons",AUT,Gold,8
1936,Canoe / Kayak,Canoe / Kayak F,"KAINZ, Adolf",AUT,Gold,8
1936,Equestrian,Dressage,"PODHAJSKY, Alois",AUT,Bronze,8
1936,Fencing,Fencing,"PREIS-MÜLLER, Ellen S.",AUT,Bronze,8
1936,Football,Football,"FUCHSBERGER, Franz",AUT,Silver,8
1936,Football,Football,"HOFMEISTER, Max",AUT,Silver,8
1936,Football,Football,"KAINBERGER, Eduard",AUT,Silver,8
1936,Football,Football,"KAINBERGER, Karl",AUT,Silver,8
1936,Football,Football,"KARGL, Martin",AUT,Silver,8
